Player,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim
Xiaohao,32,31.3%,2.4,2.3,3.1,5,5,313,72.6%,15.9,338,-,-,-,-,-,-,-,-,-
Xiaolaohu,19,26.3%,1.9,2.2,3.2,3.8,8.1,375,47.8%,23.2,453,-,-,-,-,-,-,-,-,-
Xiaotu,17,17.6%,1.8,2.6,3.6,3.9,7.9,367,63.5%,24.8,516,0.91,0.23,0.16,0.16,-417,-10,-440,17.6%,17.6%
Xiaoxu,29,34.5%,1.9,2.6,3,3.2,8.1,381,52.8%,22.4,469,-,-,-,-,-,-,-,-,-
Xico,18,77.8%,3.9,3.8,2.9,7.5,8.9,426,79.7%,27.6,627,1.14,0.36,0.22,0.16,118,1,-176,16.7%,5.6%
Xicor,14,35.7%,3.7,4.9,2.7,5.2,8.3,425,64.7%,27.5,586,1.44,0.36,0.39,0.17,-128,-5,202,21.4%,0%
XinLiu,7,28.6%,2.7,0.4,2.9,7.3,0.7,224,75.3%,10.5,229,-,-,-,-,-,-,-,-,-
XoNix,13,76.9%,8.9,4.3,1.1,5.3,8.4,416,58%,29.4,671,1.2,0.28,0.18,0.2,504,8,513,0%,0%
Xoura,21,52.4%,3.7,4.2,2.9,6.7,8.4,403,68.7%,29.4,730,1.25,0.37,0.2,0.14,-410,0,-54,14.3%,14.3%
XuHao,11,36.4%,3.1,0.9,2.8,7.9,0.9,243,76.6%,8.1,184,2.5,0.2,0.29,0.4,227,5,99,18.2%,9.1%
YSKM,26,61.5%,3,3.6,2.7,4.4,8.1,401,53.1%,20.5,482,-,-,-,-,-,-,-,-,-
Yado,13,69.2%,3.8,2.6,2.2,5.9,8.8,416,59%,31.7,679,1.37,0.07,0.25,0.23,401,0,111,23.1%,7.7%
Yagao,33,54.5%,3.1,3,2.8,5.5,7.9,389,65.3%,24.2,561,-,-,-,-,-,-,-,-,-
Yakkey,10,30%,3.5,4.8,2.7,4.7,9.7,449,80.8%,29.3,604,1.28,0.31,0.37,0.11,-141,4,-200,30%,10%
Yampi,14,42.9%,3.2,2.7,3.1,7.3,5.6,345,68.3%,16.6,386,1.61,0.24,0.36,0.28,244,5,128,42.9%,14.3%
Yanjee,13,61.5%,2.8,2.2,3.4,7.1,5.6,331,69.1%,17,375,1.75,0.31,0.45,0.23,-214,4,-131,30.8%,23.1%
Yashiro,22,54.5%,3.7,4.4,2.5,4.9,8.6,425,61%,26,649,1,0.26,0.23,0.1,369,7,74,22.7%,22.7%
Yeon,14,42.9%,3.8,3.4,2.1,4.7,9.3,422,62.3%,25.8,621,1.36,0.27,0.33,0.19,327,3,67,28.6%,7.1%
Yike,21,76.2%,5.9,4.8,2.2,8,6.8,422,71.1%,23.3,588,1.59,0.32,0.35,0.19,1006,20,889,23.8%,9.5%
Yoichi,14,50%,3.3,2.8,2.9,6.7,6.8,349,58.5%,16.8,414,1.1,0.24,0.22,0.1,-256,-10,-57,14.3%,14.3%
Yoshino,9,33.3%,2.2,1.9,2.4,3.4,8.1,377,45%,23.4,538,1.24,0.07,0.27,0.15,306,4,92,22.2%,0%
Young,33,57.6%,3.9,4.2,2.5,5.4,8.4,415,64.8%,26.1,575,0.87,0.24,0.14,0.11,89,2,63,12.1%,3%
YoungJae,37,35.1%,2.8,1.6,2.2,4.5,5.5,318,70.7%,14.6,297,1.84,0.36,0.49,0.42,60,3,100,21.6%,10.8%
Yuhi,24,41.7%,3.6,2.9,2,4.5,8.9,412,61.2%,24.1,523,1.3,0.29,0.34,0.16,-205,-3,-74,4.2%,8.3%
Yukino,30,63.3%,3.2,2.3,3.1,7.6,5,331,67.5%,14.5,345,1.31,0.19,0.31,0.21,169,3,64,50%,6.7%
Yupps,14,28.6%,1.8,3.4,4,3.9,8.3,406,67%,25,508,01.02,0.26,0.14,0.18,1,2,146,7.1%,21.4%
Yuri,14,42.9%,2.7,3.4,3.5,5.9,8,388,59.9%,23.6,599,1.29,0.25,0.29,0.19,-143,0,-148,14.3%,21.4%
Yutapon,22,77.3%,8.9,4.8,1.2,5.8,8.9,459,69.7%,24.8,610,1.2,0.14,0.35,0.1,962,9,671,40.9%,4.5%
Yuuji,30,60%,3.9,2.3,2.6,8,4.8,329,67.7%,14.3,340,1.57,0.22,0.38,0.3,18,-4,-104,30%,6.7%
ZaFiR,3,0%,1.7,0.7,4.7,7.3,0.9,215,69.8%,6.9,137,2.24,01.02,0.3,0.34,-745,-2,-777,33.3%,33.3%
ZaZee,16,37.5%,3,3.3,3.3,6.6,8.5,402,68.7%,29,684,01.05,0.28,0.2,0.15,32,-4,51,12.5%,0%
Zamulek,17,23.5%,2.5,3.8,2.8,3.2,8.7,407,70.5%,25.9,563,1.67,0.35,0.33,0.17,-391,-7,-554,29.4%,23.5%
Zanzarah,16,68.8%,4.4,2.5,2.4,8.3,5.4,345,75.1%,15.5,378,1.3,0.22,0.28,0.26,169,-1,-111,37.5%,12.5%
Zapdo,17,23.5%,2.3,2,3.5,5.9,4.9,312,73.4%,16.9,335,1.19,0.19,0.27,0.22,-467,-2,-178,47.1%,5.9%
Zaremba,17,58.8%,4.8,0.5,2.4,11.1,0.7,247,78.6%,9.9,249,2.89,01.07,0.34,0.36,42,-10,-194,41.2%,5.9%
Zdz,32,31.3%,1.9,1.9,3,3.7,7.8,361,51.5%,21.9,465,-,-,-,-,-,-,-,-,-
Zeka,37,56.8%,3.8,3,1.7,3.4,9.6,421,60.6%,27.8,586,1.19,0.27,0.28,0.19,208,7,265,24.3%,2.7%
Zerito,16,43.8%,1.9,1.3,2.9,4.1,7.7,360,44.3%,19.2,440,0.92,0.25,0.14,0.14,-382,-9,-214,18.8%,18.8%
Zest,22,27.3%,2.7,2.8,2.9,5,8.4,400,67.6%,23.4,477,0.8,0.3,0.17,0.11,202,1,219,22.7%,0%
Zeus,36,80.6%,3.6,3,2,4.1,9,429,50.1%,23,551,1.22,0.33,0.17,0.23,607,12,260,22.2%,11.1%
Zeyzal,30,76.7%,8.1,0.9,1.5,11.5,0.8,264,70%,7.4,200,2.62,0.99,0.29,0.37,141,-1,79,20%,3.3%
Zhergoth,14,64.3%,3.2,3.3,3,6.2,8.4,418,46.4%,22.7,572,0.92,0.29,0.13,0.14,-57,1,-80,21.4%,14.3%
Zhii,1,0%,4,1,1,3,8.3,364,44.4%,14.1,287,0.51,0.43,0.04,0.13,2309,119,3568,0%,0%
Zhuo,29,31%,4.4,0.8,2.1,8.6,0.8,237,76.1%,11.3,260,-,-,-,-,-,-,-,-,-
Zicssi,12,83.3%,4.7,4,2.4,7.3,6,397,70.4%,20.5,567,2.26,0.48,0.46,0.2,385,6,226,25%,16.7%
Zika,25,76%,3.8,2.8,2.2,5.5,8.6,412,48.9%,21.6,519,-,-,-,-,-,-,-,-,-
Zimba,17,11.8%,2.4,1,2.9,6.1,0.8,223,70.7%,13.2,254,2.15,0.77,0.28,0.26,-87,-4,87,23.5%,5.9%
Zin,12,83.3%,7.1,1.4,1.8,11.1,0.8,267,74.5%,7.7,196,2.51,0.2,0.27,0.42,318,-2,222,16.7%,0%
Zodiac,10,0%,1,0.5,4.9,4.6,1.2,222,71%,9.8,163,2.6,0.3,0.43,0.42,-241,4,-72,10%,30%
Zoelys,16,62.5%,4,1.3,2.6,9.1,1.1,252,81.3%,13,284,2.94,0.89,0.52,0.38,97,2,-201,43.8%,12.5%
Zoiren,22,54.5%,2.5,4.3,3.2,4,8.1,400,60.3%,23.7,588,01.09,0.33,0.17,0.17,112,2,-118,9.1%,4.5%
Zora,9,33.3%,2.4,2.8,3.3,5.3,7.9,383,51.8%,24.1,559,01.02,0.18,0.11,0.12,-465,-6,108,11.1%,22.2%
Zorac,6,50%,3.7,5.3,2.2,2.7,9,448,59.8%,31.6,574,0.77,0.35,0.09,0.07,238,12,198,16.7%,16.7%
Zothve,16,43.8%,1.9,1.5,2.8,3.8,8.4,376,47.7%,22,427,0.82,0.25,0.09,0.18,-118,3,-59,18.8%,37.5%
Zubac,12,41.7%,2.8,3,3.7,7.3,5.1,335,80.3%,18.5,437,0.92,0.16,0.21,0.16,-491,-8,-151,33.3%,0%
Zven,14,78.6%,5.4,0.9,2,9.9,1,263,73.3%,9.3,234,3.54,01.02,0.57,0.22,-53,0,129,7.1%,14.3%
Zwyroo,18,72.2%,5.4,4.4,2,6.4,8.9,439,62%,25.1,645,1.28,0.31,0.2,0.2,275,2,63,27.8%,5.6%
Zzk,14,42.9%,2.1,2,2.9,4,7.7,375,42.1%,20.7,480,01.07,0.25,0.26,0.16,230,1,123,7.1%,0%
accez,14,35.7%,1.4,1.6,5.4,5.9,5,307,70.2%,12.2,268,1.7,0.4,0.43,0.42,-121,0,-27,28.6%,21.4%
anato,14,28.6%,2.1,1.2,4.1,7.2,4.8,303,72%,13.6,286,1.48,0.27,0.32,0.35,-193,2,5,28.6%,7.1%
behave,19,78.9%,5.5,2.8,2.3,9.7,5.2,359,62.8%,16.3,426,1.14,0.22,0.22,0.17,231,6,274,42.1%,10.5%
bicas,9,22.2%,3.4,2.3,2.9,7.4,5.7,338,79%,16.3,369,1.56,0.26,0.36,0.29,-163,-3,-91,22.2%,11.1%
bkr,2,0%,1.1,0,4,4.5,1,218,64.3%,7.7,178,-,-,-,-,-,-,-,-,-
blank,23,65.2%,4.5,2.3,2.1,7.1,5.1,330,81.4%,16.7,414,1.75,0.22,0.39,0.3,120,-1,-5,30.4%,4.3%
bluerzor,18,72.2%,5.2,3.3,2.4,9.1,4.9,346,71.4%,16,411,1.66,0.29,0.34,0.35,1,-10,-335,66.7%,5.6%
bmj,2,100%,3.7,1.5,3,9.5,7.6,361,59.3%,19.2,606,1.21,0.44,0.08,0.19,-1126,-14,-591,50%,0%
bobista,12,83.3%,3.9,3.8,2.4,5.6,8.5,441,52.2%,21.2,510,0.95,0.27,0.12,0.09,505,11,476,16.7%,16.7%
chef,11,9.1%,2.1,1.5,2.3,3.4,5.8,310,70.6%,19.7,363,01.06,0.11,0.27,0.18,-276,7,220,18.2%,18.2%
choego,13,53.8%,3.2,3.8,2.6,4.5,8.6,411,63.5%,20.3,440,1.13,0.34,0.25,0.16,171,3,133,30.8%,0%
cody,17,58.8%,3,2.5,2.9,6.2,7.9,369,69.3%,25.1,542,1.41,0.5,0.16,0.35,279,-4,-61,47.1%,0%
cyraXx,14,21.4%,2.3,3.4,2.8,2.9,8.9,408,53.1%,25.8,526,0.94,0.24,0.25,0.04,-58,-3,65,14.3%,21.4%
czypsy,18,77.8%,4.6,1.6,2.9,12.1,0.8,256,73%,9.9,262,2.96,01.08,0.32,0.37,203,-3,124,50%,0%
dan,21,57.1%,4.7,3.5,2.9,10,5.6,368,70%,16.6,466,1.63,0.41,0.38,0.29,251,2,152,38.1%,19%
de sidere,14,57.1%,3.5,3.6,2.9,6.4,5.1,353,66.3%,17.8,421,1.86,0.35,0.43,0.29,183,-4,-72,35.7%,7.1%
defflok,12,41.7%,2.4,2.7,3.3,5.2,8.1,372,66.2%,26.3,546,01.01,0.25,0.18,0.09,-749,-11,-452,16.7%,16.7%
dejan1,21,52.4%,3.1,3,2.9,5.7,7.2,367,53.2%,19.4,474,01.01,0.27,0.14,0.07,-129,0,21,14.3%,19%
deokdam,33,30.3%,2.3,2.2,2.3,3.1,8.7,392,58.9%,24,499,1.39,0.39,0.37,0.18,-573,-11,-116,6.1%,21.2%
destroy,11,81.8%,4.2,4.2,2.4,5.7,8.8,447,55.8%,26.1,693,1.31,0.15,0.31,0.21,26,1,-124,9.1%,27.3%
dresscode,22,9.1%,2.2,2.8,2.9,3.5,8.5,381,70%,26.2,479,1.12,0.29,0.33,0.24,-596,-12,-380,22.7%,4.5%
dyNquedo,14,57.1%,4.6,3.4,1.9,5.2,8.1,380,72.5%,25.2,557,1.2,0.33,0.26,0.29,-101,0,220,21.4%,7.1%
eXyu,30,73.3%,4.3,3.1,2.4,7.2,4.8,340,69.6%,15,395,1.65,0.36,0.32,0.27,136,-6,-56,43.3%,10%
eaRyz,17,41.2%,2.6,1.9,3.1,6.2,4.6,302,76.3%,14.4,289,1.41,0.37,0.25,0.36,-409,-2,-39,41.2%,5.9%
eastgoblin,14,50%,3.1,1,2.6,7.2,1,238,64%,7.4,158,2.86,01.02,0.32,0.41,-18,6,-372,28.6%,0%
eguto,2,100%,3.2,2.5,2.5,5.5,7,373,48.5%,19.2,463,01.08,0.28,0.23,0.17,154,9,-80,50%,0%
enel1,13,76.9%,6.6,3.8,2.1,9.8,5.3,354,68.3%,17.8,469,1.56,0.31,0.34,0.29,66,-2,138,15.4%,7.7%
fNb,14,42.9%,2.6,2.5,2.5,4,8.5,399,51.5%,20.9,444,1.27,0.36,0.22,0.25,19,-4,196,7.1%,0%
fabFabulous,12,41.7%,2.4,1.6,2.9,5.3,7.9,362,48.1%,21.7,480,1.18,0.23,0.18,0.21,-425,-7,-106,25%,0%
fearness,11,36.4%,2,1.7,2.8,3.8,7.9,348,51.2%,21.7,421,-,-,-,-,-,-,-,-,-
fighto,10,10%,1.9,3.3,3.2,2.8,8.3,377,75.7%,27.7,503,0.68,0.19,0.14,0.06,-248,0,-262,0%,10%
fjoompbun,14,21.4%,1.3,2.1,4.5,3.6,7.5,367,41.4%,21.5,470,0.92,0.29,0.13,0.11,53,3,-76,21.4%,14.3%
goldento4st,14,92.9%,7,5.6,1.7,6.3,9.2,469,61.9%,25.2,635,1.15,0.37,0.27,0.15,486,9,322,28.6%,0%
gtrik,5,20%,1.7,2.4,3.6,3.8,7.5,356,47.9%,21.5,546,0.76,0.14,0.11,0.05,-1040,-11,-480,20%,0%
hachamecha,23,47.8%,2.4,1.4,3,5.9,5,308,65.6%,13.4,266,02.04,0.34,0.61,0.25,-174,-5,-202,34.8%,8.7%
hainess,11,18.2%,2.2,2.6,4.2,6.4,4.4,310,67.4%,12.7,332,1.18,0.19,0.22,0.22,-139,-8,-391,27.3%,18.2%
haoye,6,33.3%,2.7,2.3,3,5.7,5.1,333,75.5%,14.6,279,-,-,-,-,-,-,-,-,-
hetel,22,9.1%,1.6,0.4,3.6,5.5,0.9,216,66.8%,9.8,171,2.45,0.89,0.32,0.49,-217,5,138,31.8%,13.6%
huanfeng,27,51.9%,5.1,3.2,1.5,4.6,9.5,420,57.2%,24.6,548,-,-,-,-,-,-,-,-,-
iBo,18,72.2%,4.2,3,2.3,6.8,8.3,411,54%,23.6,603,1.38,0.36,0.22,0.18,312,5,190,22.2%,0%
iLevi,14,92.9%,5.3,1.3,2.6,12.4,1.1,279,71.2%,7.8,198,3.16,1.12,0.44,0.34,456,1,578,28.6%,14.3%
invincible,28,32.1%,2.1,2,3,4.3,8.3,386,52.3%,24.6,546,-,-,-,-,-,-,-,-,-
itSir,5,0%,0.9,0.2,6,5.4,1,222,59.5%,10.3,193,2.35,0.74,0.28,0.33,-1067,-3,-1012,20%,40%
jactroll,16,56.3%,3.2,0.4,3.3,10.3,0.9,231,77.7%,8.4,170,2.84,1.11,0.34,0.27,68,3,320,56.3%,12.5%
jakubs,3,0%,1.8,4.3,5.3,5,7.5,400,50.4%,17.8,578,0.71,0.09,0.1,0.08,366,15,165,0%,0%
jbdutchowns,14,50%,3.7,3.3,2.1,4.6,8.4,405,59.4%,27.8,576,01.08,0.27,0.25,0.09,173,0,291,0%,0%
jinjiao,29,34.5%,2.7,0.9,2.5,5.8,0.9,234,61.5%,12.8,270,-,-,-,-,-,-,-,-,-
jinjo,6,66.7%,11.3,4.5,1,6.8,10.3,467,67.5%,29.9,682,01.02,0.1,0.26,0.14,332,12,18,16.7%,0%
jojopyun,14,64.3%,2.9,4.1,3.4,5.7,8.8,418,72.9%,27.9,693,1.3,0.28,0.27,0.22,365,9,61,28.6%,21.4%
jokaa,16,31.3%,2.6,2.4,3.7,7,5.5,335,67.6%,18.3,376,1.16,0.09,0.27,0.13,293,2,-7,31.3%,0%
justintime,21,71.4%,3.6,3.1,3.1,7.9,4.9,356,68%,17.1,414,1.58,0.35,0.31,0.31,45,-10,-255,57.1%,9.5%
kamilius,16,62.5%,4.4,0.5,2.8,11.9,1.1,237,83.1%,7.9,183,3.15,01.02,0.52,0.3,-193,-3,-19,56.3%,6.3%
kaylem,16,43.8%,2.4,2.4,2.5,3.6,7.6,396,60.1%,24.5,455,0.95,0.24,0.15,0.17,-372,-14,-299,18.8%,12.5%
kingen,37,56.8%,2.3,1.3,2.2,3.6,8,379,45.7%,19.2,410,01.06,0.34,0.17,0.27,-255,-8,-136,18.9%,13.5%
kingggggg,13,53.8%,4.5,3.6,2.4,7,5.2,351,63.3%,17.5,386,1.2,0.2,0.25,0.22,622,5,320,30.8%,0%
kksh,14,28.6%,3.5,3.3,2.3,4.7,8.9,409,63.6%,23.2,479,0.99,0.24,0.22,0.12,-288,-5,-94,28.6%,7.1%
klowny,13,53.8%,3,2.5,2.8,5.8,7.1,370,48.9%,20,450,0.99,0.33,0.14,0.12,-75,-5,50,15.4%,23.1%
lee sang,18,27.8%,2.8,4.2,3.6,5.8,8.7,411,67.7%,25.1,550,1.24,0.27,0.25,0.12,-116,-4,-321,33.3%,11.1%
leemas,15,73.3%,5.6,4.9,2,6.3,8.6,460,69.4%,24.3,616,1.11,0.34,0.23,0.13,398,4,346,26.7%,13.3%
lori,22,54.5%,2.8,2,4.1,9.5,1.3,270,66.8%,11,306,3.31,1.29,0.6,0.33,148,4,-212,31.8%,18.2%
lunacia,30,16.7%,1.4,2.3,3.5,2.7,7.6,359,42.1%,23.2,457,0.53,0.19,0.09,0.03,-405,-12,-102,16.7%,3.3%
many,18,38.9%,4.3,3.6,2,5,8.5,402,61.3%,27.4,648,1.17,0.27,0.2,0.14,495,11,296,5.6%,5.6%
marlon,18,72.2%,3.8,1.1,3.2,10.9,0.8,250,71.4%,9.6,245,03.03,1.18,0.36,0.45,-26,-6,-47,38.9%,0%
meiko,29,72.4%,4.7,0.9,2.2,9.3,0.7,255,72.6%,11.2,275,-,-,-,-,-,-,-,-,-
mfis,8,37.5%,2.8,1.4,2.1,4.5,7.8,342,55.6%,20.6,385,01.01,0.31,0.16,0.19,-635,-14,-475,0%,12.5%
micaO,14,42.9%,3.2,4.1,3,5.4,8.5,414,60.9%,28.1,617,1.13,0.32,0.28,0.16,152,1,171,28.6%,14.3%
midali,11,9.1%,1.4,1.5,2.4,1.8,7.7,335,39.2%,21.6,394,0.89,0.21,0.12,0.16,-738,-19,-379,9.1%,0%
mihai,16,43.8%,4,4.2,1.9,3.3,9.7,449,70.9%,29.9,594,01.03,0.2,0.29,0.04,197,4,109,12.5%,6.3%
minemaciek,18,38.9%,3,0.7,3.2,8.9,1,231,69.7%,6.5,155,2.95,01.08,0.38,0.36,-250,-1,-348,11.1%,33.3%
miya,18,16.7%,1.6,2.6,3.6,3.2,7.4,355,52.5%,21.2,442,0.65,0.28,0.13,0.05,-1136,-20,-529,0%,22.2%
mumek,15,40%,3.8,3.8,2.3,4.8,8.8,408,66.4%,23.8,476,1.22,0.21,0.31,0.18,-463,-17,-832,6.7%,13.3%
neny,2,100%,3.6,3.5,4,11,8.6,430,61.8%,23.5,721,-,-,-,-,-,-,-,-,-
neyzz,14,71.4%,4.7,4.8,2.9,8.5,7.6,394,70.8%,24.2,614,1.22,0.3,0.24,0.22,-203,-7,-344,7.1%,35.7%
noname,14,78.6%,4.1,3.6,2.7,7.4,5.2,354,71.2%,18,452,1.48,0.27,0.29,0.15,351,1,99,42.9%,21.4%
nova1,14,50%,3.1,0.8,3.6,10.5,0.8,241,69.5%,9.6,236,2.59,0.85,0.34,0.33,198,-1,147,35.7%,0%
nuc,15,46.7%,4.2,4.5,2.2,4.9,8.5,391,61.8%,26,593,1,0.32,0.23,0.15,-195,0,10,26.7%,0%
numb,7,28.6%,3.4,2.6,2.9,7.1,4.9,314,78.2%,14.8,291,0.96,0.13,0.2,0.31,-241,-14,-491,28.6%,0%
odi11,9,0%,2.1,2.4,3,3.9,9.4,390,57.1%,29.8,578,0.98,0.35,0.28,0.16,-319,-5,-534,11.1%,22.2%
ordno,11,54.5%,3.3,4.5,3.5,7.3,8,397,62.2%,25.3,693,01.05,0.27,0.2,0.19,66,1,75,36.4%,9.1%
pocok,13,53.8%,3.8,2.6,2.5,6.6,5.6,353,70.8%,16.7,351,1.46,0.26,0.35,0.22,29,5,156,30.8%,7.7%
pr1me,19,78.9%,3.1,5.1,3.1,4.6,8.4,435,50%,23.9,608,0.86,0.27,0.1,0.06,687,15,294,26.3%,0%
reedfoo,12,58.3%,3.7,5.2,2.8,4.9,8.3,436,67.6%,27.5,701,1.25,0.33,0.3,0.16,527,9,138,33.3%,0%
rnz,13,7.7%,1.6,1.8,4.3,5.2,5,305,66.8%,13.8,288,1.44,0.15,0.42,0.21,-452,-8,-300,30.8%,0%
robocop,12,83.3%,6.6,2.1,1.2,5.6,8.4,399,46.8%,18.7,485,1.39,0.44,0.15,0.2,349,8,299,8.3%,8.3%
rocks908,4,50%,2.4,0.8,4,8.8,0.9,235,56.8%,8,175,2.51,1.32,0.28,0.3,-212,7,-640,25%,25%
s1aytrue,17,70.6%,5.3,0.4,1.8,9,0.8,248,65.5%,9.4,194,03.03,01.02,0.42,0.46,-80,-3,-18,47.1%,5.9%
sHAKa,2,50%,1.9,0,5,9.5,4.4,284,74.4%,15.8,411,1.63,0.28,0.41,0.27,-186,-10,-2,50%,0%
scamber,13,69.2%,4.2,0.8,2.6,10.3,0.7,241,69.8%,10,224,03.07,1.23,0.33,0.49,-129,-3,121,38.5%,0%
scary,14,42.9%,3.2,2,3.4,8.6,4.9,312,69.5%,12.3,309,1.73,0.37,0.43,0.37,-133,-2,28,28.6%,7.1%
shanji,31,61.3%,3.1,2.9,2.5,4.9,7.9,389,60.9%,21.5,498,-,-,-,-,-,-,-,-,-
sheru,18,22.2%,2,1.6,3,4.4,7,347,46.4%,20.8,452,0.97,0.26,0.15,0.08,-315,-12,-393,11.1%,5.6%
shochi,31,64.5%,4.1,4,2.4,5.8,8.1,411,59.1%,28.7,672,1.19,0.22,0.2,0.11,214,-3,-147,19.4%,9.7%
solo,14,50%,2.5,1.5,2.8,5.5,7.7,365,57%,20.5,452,0.99,0.24,0.17,0.09,-228,-6,-171,28.6%,14.3%
ssumday,14,64.3%,4.3,2.7,1.8,5,8.4,401,55.6%,19.1,481,1.33,0.27,0.25,0.19,230,3,112,7.1%,14.3%
stanik,12,41.7%,4.6,3.9,1.8,4.1,8.6,402,59.6%,24.2,555,01.07,0.3,0.16,0.12,-366,-1,-486,0%,8.3%
sumi,4,0%,1.4,3,5,4,7.9,359,69.3%,27.2,600,01.05,0.35,0.15,0.09,-548,-15,-190,0%,0%
svns,16,37.5%,3.3,4.4,2.8,4.9,8.3,414,67%,25.7,623,1.22,0.3,0.31,0.16,-464,-4,116,12.5%,6.3%
tako,17,35.3%,1.8,1.9,4.1,5.3,4.7,307,63.9%,15.3,314,1.58,0.23,0.45,0.24,95,2,182,29.4%,11.8%
tol2,22,77.3%,3.3,2.1,2,4.6,7.2,365,43.4%,19.4,470,01.01,0.22,0.15,0.24,78,-6,73,13.6%,13.6%
tooshi,4,100%,3.6,4.5,4.3,11,6.2,405,66.7%,22.5,611,1.43,0.06,0.35,0.21,162,0,183,25%,0%
trilan,7,28.6%,1.7,2,3.4,3.7,7.9,362,44%,21.6,410,01.02,0.28,0.2,0.05,-984,-27,-946,0%,14.3%
tsuneo,21,52.4%,3.6,4.1,3,6.4,8.3,407,68.1%,23.6,581,1.18,0.34,0.27,0.16,-359,-3,-489,14.3%,4.8%
twohoyrz,16,56.3%,3.1,3.8,2.9,5.3,8.3,399,70.6%,27.8,578,1.33,0.33,0.21,0.17,62,1,-37,37.5%,6.3%
ubao,17,88.2%,7.9,4.3,1.4,6.4,8.7,415,66.6%,24,576,1.33,0.19,0.32,0.22,154,4,54,35.3%,0%
unexpected,7,0%,2.5,1,1.9,3.6,7.8,330,65.3%,22.9,394,01.06,0.36,0.16,0.21,-897,-20,-490,0%,0%
uroskg,13,15.4%,1.5,2,5.3,5.8,4.9,308,85.2%,16.5,325,1.29,0.32,0.29,0.24,63,-2,-190,46.2%,7.7%
v1SaG3,13,46.2%,1.7,2.2,3.3,3.5,6.9,354,43.5%,18.5,388,1.12,0.31,0.19,0.1,-520,-9,-269,23.1%,7.7%
whiteinn,16,43.8%,2.9,0.8,3.4,9,0.8,230,78.1%,8.9,205,2.41,0.89,0.29,0.29,-1,-4,55,25%,12.5%
winnie,30,46.7%,2.7,2.6,3.5,6.8,5.1,326,72.4%,15.5,373,1.32,0.2,0.32,0.15,-52,2,83,26.7%,13.3%
xeonerr,18,27.8%,2,1.9,3.2,4.4,5.1,311,65.8%,16.7,343,1.65,0.28,0.35,0.2,-194,3,-157,27.8%,5.6%
xiaohu,26,61.5%,3.9,3.7,2.3,5.4,8.5,414,66.7%,26,597,-,-,-,-,-,-,-,-,-
xmatty,16,56.3%,3.3,3.1,2.7,5.9,8.7,409,68.6%,29.2,702,01.01,0.25,0.27,0.11,-360,0,-350,25%,0%
xqw,7,28.6%,1.6,2.1,3.6,3.7,8.2,376,66.5%,28.2,537,-,-,-,-,-,-,-,-,-
yaoyao,20,60%,4.3,0.9,2.2,8.6,1.1,245,69.2%,9.1,198,-,-,-,-,-,-,-,-,-
yazi,14,50%,5,3.4,1.9,6.2,9,424,67.4%,27.6,577,1.53,0.35,0.37,0.2,494,9,413,42.9%,14.3%
yjy,17,17.6%,1.9,1.8,3.4,4.6,7.5,359,58.7%,22.1,391,1.53,0.47,0.34,0.2,-541,-7,-270,35.3%,23.5%
yoHan,14,85.7%,6.8,4.9,1.9,7.8,6.8,396,72.7%,19.2,423,1.41,0.28,0.26,0.25,398,7,393,35.7%,7.1%
zay,14,71.4%,5.8,1.3,2.1,11.1,0.7,253,72.5%,8.8,217,03.04,1.17,0.34,0.54,-38,-3,48,28.6%,7.1%
zorenous,14,71.4%,3.6,3.2,2.4,5.3,8.2,405,48.8%,22.7,511,1.25,0.42,0.19,0.12,418,8,178,7.1%,14.3%
